id,variant,query
35,swap,A person standing in front of a brick builidng or wall
35,synonyms,"A character located near a brick foundation or parapet"
35,synonyms,"A fellow situated before a masonry structure or partition"
35,synonyms,"A figure located beside a brick structure or boundary"
35,synonyms,"An individual positioned adjacent to a brick edifice or barrier"
35,synonyms,"An individual situated in proximity to a brick construction or parapet"
35,upper,A PERSON STANDING IN FRONT OF A BRICK BUILDING OR WALL
36,base,Children playing in a playground
36,content_only,"Children playing playground"
36,keyboard,Children playing ib a playground
36,keyboard,Children playing in a plauground
36,keyboard,Children playing in a playgrojnd
36,keyboard,Cyildren playing in a playground
36,keyboard,Fhildren playing in a playground
36,lower,children playing in a playground
36,n+adj_only,"Children playground"
36,n_only,"Children playground"
36,punctuation,"Children playing in a playground."
36,remove,Children laying in a playground
36,remove,Children paying in a playground
36,remove,Childre playing in a playground
36,remove,Chldren playing in a playground
36,remove,hildren playing in a playground
36,repeat,CChildren playing in a playground
36,repeat,Children playing in  a playground
36,repeat,Children playing in a  playground
36,repeat,Children playing in a playgrround
36,repeat,Children playing in a playyground
36,rephrase,"Kids having fun in a recreational space"
36,rephrase,"Little ones are having a delightful time in an outdoor play facility"
36,rephrase,"Small children are engaged in playful activities within a designated outdoor amusement facility"
36,rephrase,"Small individuals are enjoying themselves in a designated area for amusement"
36,rephrase,"Tiny tots are frolicking in a park designed for play"
36,rephrase,"Young people are actively enjoying themselves in a place built for recreation"
36,rephrase,"Youngsters are engaged in fun activities at a play space"
36,rephrase,"Youngsters are engaging in recreational activities at a designated play zone"
36,rephrase,"Youngsters enjoying themselves at a play area"
36,rephrase,"Youthful individuals are actively engaged in play within a communal outdoor activity space"
36,shuffle_keywords,"Children playing playground"
36,shuffle_n+adj,"Children playground"
36,shuffle_nouns,"Children playground"
36,swap,Children playing in a lpayground
36,swap,Childre nplaying in a playground
36,swap,Chilrden playing in a playground
36,swap,Chlidren playing in a playground
36,swap,Cihldren playing in a playground
36,synonyms,"Kids frolicking in a play area"
36,synonyms,"Youngsters gamboling in a park"
36,synonyms,"Youngsters having fun in a play area"
36,synonyms,"Youngsters romping in a play space"
36,synonyms,"Youth cavorting in a recreation ground"
36,upper,CHILDREN PLAYING IN A PLAYGROUND
37,base,One or more people swimming in a swimming pool
37,content_only,"people swimming swimming pool"
37,keyboard,One or jore people swimming in a swimming pool
37,keyboard,One or more pelple swimming in a swimming pool
37,keyboard,One or more peoole swimming in a swimming pool
37,keyboard,One or more people swimming ib a swimming pool
37,keyboard,One or more people swimming in a swimming pokl
37,lower,one or more people swimming in a swimming pool
37,n+adj_only,"more people swimming pool"
37,n_only,"people swimming pool"
37,punctuation,"One or more people swimming in a swimming pool."
37,remove,One or more people swimming in a simming pool
37,remove,One or more people swimming in a swiming pool
37,remove,One or more people swimming in a swimming ool
37,remove,Oneor more people swimming in a swimming pool
37,remove,One or more people swimmin in a swimming pool
37,repeat,One or more people swimming in a swimmingg pool
37,repeat,One or more people swimming in a swimming  pool
37,repeat,One or more people swimming in a swimmming pool
37,repeat,One or more peopple swimming in a swimming pool
37,repeat,One or morre people swimming in a swimming pool
37,rephrase,"A group of individuals is enjoying a swim within the confines of a pool"
37,rephrase,"Swimmers are present in the swimming pool"
37,rephrase,"The aquatic facility contains individuals engaged in swimming activities"
37,rephrase,"The pool is currently hosting one or more individuals engaged in swimming"
37,rephrase,"There are people swimming in a pool"
37,rephrase,"The swimming pool contains individuals who are swimming"
37,rephrase,"The swimming pool contains persons engaged in the act of swimming"
37,rephrase,"The swimming pool has occupants who are swimming"
37,rephrase,"The swimming pool is being used by individuals for the activity of swimming"
37,rephrase,"The swimming pool is occupied by swimmers"
37,shuffle_keywords,"people swimming swimming pool"
37,shuffle_n+adj,"more people swimming pool"
37,shuffle_nouns,"people swimming pool"
37,swap,One or more epople swimming in a swimming pool
37,swap,One or more people siwmming in a swimming pool
37,swap,One or more people swimmign in a swimming pool
37,swap,One or more people swimming in a swimmign pool
37,swap,One or more people swimming in  aswimming pool
37,synonyms,"A multitude of people bathing in a swimming pool"
37,synonyms,"A number of people bathing in a swimming pool"
37,synonyms,"One or more individuals plunging in a swimming pool"
37,synonyms,"Several individuals bathing in a swimming pool"
37,synonyms,"Several individuals bathing in a swimming pool"
37,upper,ONE OR MORE PEOPLE SWIMMING IN A SWIMMING POOL
38,base,A crowd of people attending a football game in a stadium
38,content_only,"crowd people attending football game stadium"
38,keyboard,A crowd of peoole attending a football game in a stadium
38,keyboard,A crowd of people attending a football game in a stadijm
38,keyboard,A crowd of people attending a footbzll game in a stadium
38,keyboard,A crowd of people attendong a football game in a stadium
38,keyboard,A crowd of people atyending a football game in a stadium
38,lower,a crowd of people attending a football game in a stadium
38,n+adj_only,"crowd people football game stadium"
38,n_only,"crowd people football game stadium"
38,punctuation,"A crowd of people attending a football game in a stadium."
38,remove,A crowd of people attending a fooball game in a stadium
38,remove,A crowd of people attending a footballgame in a stadium
38,remove,A crowd of people attendng a football game in a stadium
38,remove,A crowd of people attnding a football game in a stadium
38,remove,A crwd of people attending a football game in a stadium
38,repeat,A crowdd of people attending a football game in a stadium
38,repeat,A crowd of people attending a ffootball game in a stadium
38,repeat,A crowd of people attending a football gamee in a stadium
38,repeat,A crowd of people attending a football  game in a stadium
38,repeat,A crowd of peopple attending a football game in a stadium
38,rephrase,"A large gathering of individuals occupied the stadium for the football match"
38,rephrase,"A multitude of individuals congregated within the stadium to witness the football contest"
38,rephrase,"Numerous attendees were present at the football match within the stadium"
38,rephrase,"The football stadium housed a large congregation of individuals observing the game"
38,rephrase,"The football stadium was alive with a vast number of people present for the game"
38,rephrase,"The football stadium was filled with a substantial assembly of spectators for the game"
38,rephrase,"The football stadium was teeming with an assembly of fans"
38,rephrase,"The stadium buzzed with activity as many individuals gathered to watch the football game"
38,rephrase,"The stadium was packed with fans for the football game"
38,rephrase,"Thousands of spectators filled the stadium for the football match"
38,shuffle_keywords,"crowd people attending football game stadium"
38,shuffle_n+adj,"crowd people football game stadium"
38,shuffle_nouns,"crowd people football game stadium"
38,swap,A crowd of people atetnding a football game in a stadium
38,swap,A crowd of people attending a football game in a stadimu
38,swap,A crowd of peopl eattending a football game in a stadium
38,swap,A crowd of people attending a footblal game in a stadium
38,swap,A crowd of pepole attending a football game in a stadium
38,synonyms,"A gathering of patrons enjoying a football match within a stadium"
38,synonyms,"A mass of attendees observing a football match inside a stadium"
38,synonyms,"A multitude of individuals watching a football game in a stadium"
38,synonyms,"A throng of individuals present at a soccer match in an arena"
38,synonyms,"A throng of spectators enjoying a football game in a stadium"
38,upper,A CROWD OF PEOPLE ATTENDING A FOOTBALL GAME IN A STADIUM
39,base,An adult person running in a city street
39,content_only,"adult person running city street"
39,keyboard,An adult person running in a city streey
39,keyboard,An adult person running in s city street
39,keyboard,An adult person running kn a city street
39,keyboard,An aeult person running in a city street
39,keyboard,Qn adult person running in a city street
39,lower,an adult person running in a city street
39,n+adj_only,"adult person city street"
39,n_only,"adult person city street"
39,punctuation,"An adult person running in a city street."
39,remove,An adlt person running in a city street
39,remove,An adult person running i a city street
39,remove,An adult person running ina city street
39,remove,An adult person running in a city treet
39,remove,An adult perso running in a city street
39,repeat,An adult person runniing in a city street
39,repeat,An adult  person running in a city street
39,repeat,An adult person running in  a city street
39,repeat,An adult person runninng in a city street
39,repeat,Ann adult person running in a city street
39,rephrase,"A city street is being run on by an adult person"
39,rephrase,"A city thoroughfare is currently occupied by an adult on the move"
39,rephrase,"A grown individual is jogging along an urban thoroughfare"
39,rephrase,"An adult individual is engaged in forward motion upon a city's street"
39,rephrase,"An adult is engaged in a brisk walk or run on a metropolitan roadway"
39,rephrase,"An adult is seen in motion on a city street"
39,rephrase,"An adult male or female is actively moving on foot through an urban environment"
39,rephrase,"An urban road is witnessing the locomotion of an adult"
39,rephrase,"A pedestrian, having reached adulthood, is actively moving through a city's roadway"
39,rephrase,"Someone of legal age is traversing a metropolitan avenue on foot"
39,shuffle_keywords,"adult person running city street"
39,shuffle_n+adj,"adult person city street"
39,shuffle_nouns,"adult person city street"
39,swap,An adult person running in a city srteet
39,swap,An adult person runningi n a city street
39,swap,An adult person running in a icty street
39,swap,An adult person urnning in a city street
39,swap,nA adult person running in a city street
39,synonyms,"A grown individual jogging on an urban thoroughfare"
39,synonyms,"A grown person jogging on a metropolitan roadway"
39,synonyms,"A mature individual running on a city street"
39,synonyms,"A mature individual sprinting down an urban avenue"
39,synonyms,"A mature individual trotting along a city street"
39,upper,AN ADULT PERSON RUNNING IN A CITY STREET
40,base,Vegetables and/or fruits
40,content_only,"Vegetables fruits"
40,keyboard,Vegetables and/kr fruits
40,keyboard,Vegetables and/or fruirs
40,keyboard,Vegetables and/or rruits
40,keyboard,Vehetables and/or fruits
40,keyboard,Vetetables and/or fruits
40,lower,vegetables and/or fruits
40,n+adj_only,"Vegetables fruits"
40,n_only,"Vegetables fruits"
40,punctuation,"Vegetables and/or fruits."
40,remove,Vegetabes and/or fruits
40,remove,Vegetables ad/or fruits
40,remove,Vegetables and/or frits
40,remove,Vegetables an/or fruits
40,remove,Vegetales and/or fruits
40,repeat,Vegetables andd/or fruits
40,repeat,Vegetables  and/or fruits
40,repeat,Vegetables and/or fruitts
40,repeat,Vegetablles and/or fruits
40,repeat,VVegetables and/or fruits
40,rephrase,"Dietary items classified as vegetables and/or fruits"
40,rephrase,"Edible plant matter, including both vegetables and fruits"
40,rephrase,"Foodstuffs derived from vegetables or fruits"
40,rephrase,"Fresh produce, encompassing both vegetables and fruits"
40,rephrase,"Plant-based foods that are vegetables or fruits"
40,rephrase,"Produce consisting of vegetables and/or fruits"
40,rephrase,"The dietary components are vegetables and/or fruits"
40,rephrase,"The term encompasses any edible plant parts classified as vegetables or fruits"
40,rephrase,"This category includes any edible plant parts, specifically vegetables or fruits"
40,rephrase,"This refers to items from the vegetable and/or fruit categories"
40,shuffle_keywords,"Vegetables fruits"
40,shuffle_n+adj,"Vegetables fruits"
40,shuffle_nouns,"Vegetables fruits"
40,swap,eVgetables and/or fruits
40,swap,Vegetables and/or fruist
40,swap,Vegetables an/dor fruits
40,swap,Vegetablesa nd/or fruits
40,swap,Vegetalbes and/or fruits
40,synonyms,"Greens and/or produce"
40,synonyms,"Produce and/or edibles"
40,synonyms,"Produce and/or fruits"
40,synonyms,"Produce and/or produce"
40,synonyms,"Veggies and/or fruits"
40,upper,VEGETABLES AND/OR FRUITS
41,base,A newspaper
41,content_only,"newspaper"
41,keyboard,A neaspaper
41,keyboard,A newspapdr
41,keyboard,A newspapet
41,keyboard,A newspapsr
41,keyboard,S newspaper
41,lower,a newspaper
41,n+adj_only,"newspaper"
41,n_only,"newspaper"
41,punctuation,"A newspaper."
41,remove,A ewspaper
41,remove,A newsaper
41,remove,A newspaer
41,remove,A newspape
41,remove, newspaper
41,repeat,AA newspaper
41,repeat,A newspaaper
41,repeat,A newspapeer
41,repeat,A newspapper
41,repeat,A newwspaper
41,rephrase,"A daily or weekly publication of current events"
41,rephrase,"A news sheet informing the public about recent occurrences and a variety of content is a newspaper"
41,rephrase,"A paper that informs the public about recent happenings and diverse written content is a newspaper"
41,rephrase,"A periodical containing current reports and information"
41,rephrase,"A printed chronicle of current events and diverse articles is a newspaper"
41,rephrase,"A printed medium dedicated to disseminating current events and varied written pieces is a newspaper"
41,rephrase,"A printed paper that delivers accounts of recent events and various written pieces is a newspaper"
41,rephrase,"A printed periodical detailing recent happenings and articles is a newspaper"
41,rephrase,"A printed periodical disseminating current events and various written works is known as a newspaper"
41,rephrase,"A publication that reports news"
41,shuffle_keywords,"newspaper"
41,shuffle_n+adj,"newspaper"
41,shuffle_nouns,"newspaper"
41,swap,A enwspaper
41,swap,A newsapper
41,swap, Anewspaper
41,swap,A newsppaer
41,swap,A nwespaper
41,synonyms,"A daily paper"
41,synonyms,"A gazette"
41,synonyms,"A journal"
41,synonyms,"A periodical"
41,synonyms,"A publication"
41,upper,A NEWSPAPER
42,base,At least two planes both visible
42,content_only,"planes visible"
42,keyboard,At least tqo planes both visible
42,keyboard,At least two planes both fisible
42,keyboard,At least two planes botu visible
42,keyboard,At least ywo planes both visible
42,keyboard,Qt least two planes both visible
42,lower,at least two planes both visible
42,n+adj_only,"planes visible"
42,n_only,"planes"
42,punctuation,"At least two planes both visible."
42,remove,A least two planes both visible
42,remove,At least to planes both visible
42,remove,At least two panes both visible
42,remove,At least two plans both visible
42,remove,At lest two planes both visible
42,repeat,At leastt two planes both visible
42,repeat,At least twoo planes both visible
42,repeat,At least two planees both visible
42,repeat,At least two planes both  visible
42,repeat,At least two planes both visiible
42,rephrase,"A minimum of two aircraft could be seen"
42,rephrase,"A minimum of two aircraft were present and observable"
42,rephrase,"A minimum of two aircraft were visible"
42,rephrase,"A minimum of two airplanes were simultaneously observable"
42,rephrase,"At a minimum, two airplanes were simultaneously observable"
42,rephrase,"Both planes were visible, and there were at least two of them"
42,rephrase,"More than one plane could be seen"
42,rephrase,"There were a pair of planes, at the very least, that could be observed"
42,rephrase,"Two or more aircraft were simultaneously observable"
42,rephrase,"Two planes, at a minimum, were both visible"
42,shuffle_keywords,"planes visible"
42,shuffle_n+adj,"planes visible"
42,shuffle_nouns,"planes"
42,swap,At laest two planes both visible
42,swap,At least tow planes both visible
42,swap,A tleast two planes both visible
42,swap,At least twop lanes both visible
42,swap,At least two plnaes both visible
42,synonyms,"A minimum of two jets concurrently observable"
42,synonyms,"At least two aircraft both discernible"
42,synonyms,"At least two airplanes both apparent"
42,synonyms,"At least two planes equally evident"
42,synonyms,"At minimum two aircraft equally perceptible"
42,upper,AT LEAST TWO PLANES BOTH VISIBLE
43,base,A person communicating using sign language
43,content_only,"person communicating sign language"
43,keyboard,A person clmmunicating using sign language
43,keyboard,A person commumicating using sign language
43,keyboard,A person communicating using sign languxge
43,keyboard,A person communicating using sign oanguage
43,keyboard,A person communicatong using sign language
43,lower,a person communicating using sign language
43,n+adj_only,"person sign language"
43,n_only,"person sign language"
43,punctuation,"A person communicating using sign language."
43,remove,A perso communicating using sign language
43,remove,A person communicating using sig language
43,remove,A person communicating using sign lnguage
43,remove,A person communicating usng sign language
43,remove,A peson communicating using sign language
43,repeat,A person communicating usingg sign language
43,repeat,A person  communicating using sign language
43,repeat,A person communicating using  sign language
43,repeat,A person communicating uusing sign language
43,repeat,A person communicatinng using sign language
43,rephrase,"A deaf individual expressing themselves through signed communication"
43,rephrase,"An individual communicating via manual gestures"
43,rephrase,"Someone who converses through signs"
43,rephrase,"Someone who expresses themselves using a visual-gestural language"
43,rephrase,"The individual is conveying messages via a system of visual-gestural communication"
43,rephrase,"They are conversing by means of sign language"
43,rephrase,"They are using a signed language to convey messages"
43,rephrase,"This individual is engaging in communication through the use of signs"
43,rephrase,"This individual is exchanging information through a visual and manual language"
43,rephrase,"This person is conveying information through a gestural form of communication"
43,shuffle_keywords,"person communicating sign language"
43,shuffle_n+adj,"person sign language"
43,shuffle_nouns,"person sign language"
43,swap,A eprson communicating using sign language
43,swap,A perosn communicating using sign language
43,swap,A person communciating using sign language
43,swap,A person communicating using sign langauge
43,swap,A person communicating using sig nlanguage
43,synonyms,"An individual conversing using sign language"
43,synonyms,"A person articulating using sign language"
43,synonyms,"A person communicating via sign language"
43,synonyms,"A person conveying using sign language"
43,synonyms,"A person signaling using sign language"
43,upper,A PERSON COMMUNICATING USING SIGN LANGUAGE
44,base,A child or group of children dancing
44,content_only,"child group children dancing"
44,keyboard,A child od group of children dancing
44,keyboard,A child or group of children dancijg
44,keyboard,A child or group of cyildren dancing
44,keyboard,A child pr group of children dancing
44,keyboard,A chiod or group of children dancing
44,lower,a child or group of children dancing
44,n+adj_only,"child group children"
44,n_only,"child group children"
44,punctuation,"A child or group of children dancing."
44,remove,A child or goup of children dancing
44,remove,A childor group of children dancing
44,remove,A child or group of chldren dancing
44,remove,A child or group of cildren dancing
44,remove, child or group of children dancing
44,repeat,A child oor group of children dancing
44,repeat,A child  or group of children dancing
44,repeat,A child or group  of children dancing
44,repeat,A child or group of children ddancing
44,repeat,A chilld or group of children dancing
44,rephrase,"A juvenile or juveniles are performing dance"
44,rephrase,"A young person or several young people are engaged in dance"
44,rephrase,"Children are dancing"
44,rephrase,"Little ones are engaged in a rhythmic movement"
44,rephrase,"Little ones are moving rhythmically"
44,rephrase,"The image depicts youngsters exhibiting choreographed movements"
44,rephrase,"The scene features kids performing dance steps"
44,rephrase,"Tiny tots are exhibiting rhythmic motion"
44,rephrase,"Youngsters are moving rhythmically"
44,rephrase,"Youngsters are performing a dance"
44,shuffle_keywords,"child group children dancing"
44,shuffle_n+adj,"child group children"
44,shuffle_nouns,"child group children"
44,swap,A chidl or group of children dancing
44,swap,A child or group of chidlren dancing
44,swap,A child or group of childern dancing
44,swap,A child or group of children adncing
44,swap,A child or group o fchildren dancing
44,synonyms,"A juvenile or assembly of juveniles prancing"
44,synonyms,"A kid or set of kids frolicking"
44,synonyms,"A youngster or collective of youngsters cavorting"
44,synonyms,"A youngster or gaggle of youngsters cavorting"
44,synonyms,"A youth or band of youths stepping lively"
44,upper,A CHILD OR GROUP OF CHILDREN DANCING
45,base,People marching in a parade
45,content_only,"People marching parade"
45,keyboard,Pdople marching in a parade
45,keyboard,People marching ij a parade
45,keyboard,People marching in a parads
45,keyboard,People marching un a parade
45,keyboard,People marcuing in a parade
45,lower,people marching in a parade
45,n+adj_only,"People parade"
45,n_only,"People parade"
45,punctuation,"People marching in a parade."
45,remove,People marching in a parae
45,remove,People marching n a parade
45,remove,People marcing in a parade
45,remove,People mrching in a parade
45,remove,Peopl marching in a parade
45,repeat,People marchingg in a parade
45,repeat,People marching in aa parade
45,repeat,People marching in a paradde
45,repeat,People marchinng in a parade
45,repeat,PPeople marching in a parade
45,rephrase,"A celebratory march is underway with many participants"
45,rephrase,"A group of people is moving forward together in a celebratory procession"
45,rephrase,"A parade is in progress with people marching"
45,rephrase,"A procession of individuals is advancing through the street"
45,rephrase,"A procession of marchers is proceeding through the parade route"
45,rephrase,"A throng of people is parading along the route"
45,rephrase,"Participants are moving in a parade"
45,rephrase,"The parade consists of participants walking along the designated route"
45,rephrase,"The parade features participants on the move"
45,rephrase,"The parade showcases individuals moving in unison"
45,shuffle_keywords,"People marching parade"
45,shuffle_n+adj,"People parade"
45,shuffle_nouns,"People parade"
45,swap,ePople marching in a parade
45,swap,People marchign in a parade
45,swap,People marching ina  parade
45,swap,People marcihng in a parade
45,swap,Poeple marching in a parade
45,synonyms,"Citizens walking in a procession"
45,synonyms,"Folks marching in a procession"
45,synonyms,"Individuals parading in a procession"
45,synonyms,"Subjects parading in a procession"
45,synonyms,"Townspeople parading in a procession"
45,upper,PEOPLE MARCHING IN A PARADE
46,base,A male person falling down
46,content_only,"male person falling"
46,keyboard,A male perskn falling down
46,keyboard,A male persln falling down
46,keyboard,A male person fallinf down
46,keyboard,A male petson falling down
46,keyboard,A nale person falling down
46,lower,a male person falling down
46,n+adj_only,"male person"
46,n_only,"person"
46,punctuation,"A male person falling down."
46,remove,A male erson falling down
46,remove,A male perso falling down
46,remove,A male person fallig down
46,remove,A male personfalling down
46,remove,A male prson falling down
46,repeat,A maale person falling down
46,repeat,A male perrson falling down
46,repeat,A  male person falling down
46,repeat,A male person fallling down
46,repeat,A male personn falling down
46,rephrase,"A chap took a tumble"
46,rephrase,"A gentleman stumbled and lost his footing"
46,rephrase,"A male individual experienced an uncontrolled descent"
46,rephrase,"A man tumbled to the ground"
46,rephrase,"The fellow took a spill"
46,rephrase,"The guy dropped to the ground"
46,rephrase,"The male fell"
46,rephrase,"The male individual tripped and hit the floor"
46,rephrase,"The man lost his balance and descended abruptly"
46,rephrase,"The man lost his equilibrium and descended abruptly"
46,shuffle_keywords,"male person falling"
46,shuffle_n+adj,"male person"
46,shuffle_nouns,"person"
46,swap,A amle person falling down
46,swap,A mael person falling down
46,swap,A male person falilng down
46,swap, Amale person falling down
46,swap,Am ale person falling down
46,synonyms,"A bloke dropping down"
46,synonyms,"A fellow collapsing down"
46,synonyms,"A gentleman tumbling down"
46,synonyms,"A man descending suddenly"
46,synonyms,"A masculine individual toppling over"
46,upper,A MALE PERSON FALLING DOWN
47,base,A person with a gun visible
47,content_only,"person gun visible"
47,keyboard,A person with a gun visiboe
47,keyboard,A person with a gun vixible
47,keyboard,A person with q gun visible
47,keyboard,A person with z gun visible
47,keyboard,A prrson with a gun visible
47,lower,a person with a gun visible
47,n+adj_only,"person gun visible"
47,n_only,"person gun"
47,punctuation,"A person with a gun visible."
47,remove,A peron with a gun visible
47,remove,A person wit a gun visible
47,remove,A person with a gunvisible
47,remove,A person wth a gun visible
47,remove,A peson with a gun visible
47,repeat,A person with aa gun visible
47,repeat,A person with a gun viisible
47,repeat,A person with a  gun visible
47,repeat,A person with a gun  visible
47,repeat,A person with a gun vvisible
47,rephrase,"An individual displaying a firearm"
47,rephrase,"An individual making a firearm apparent"
47,rephrase,"An individual who has a firearm on display"
47,rephrase,"An individual with a weapon openly displayed"
47,rephrase,"A person clearly showing a handgun"
47,rephrase,"A person with their firearm in plain sight"
47,rephrase,"A visibly armed individual"
47,rephrase,"Someone clearly possessing a firearm"
47,rephrase,"Someone exhibiting a visible firearm"
47,rephrase,"Someone openly carrying a firearm"
47,shuffle_keywords,"person gun visible"
47,shuffle_n+adj,"person gun visible"
47,shuffle_nouns,"person gun"
47,swap,A perosn with a gun visible
47,swap,A persno with a gun visible
47,swap,A person with a gun visibel
47,swap,A person with a gun visilbe
47,swap,A person with a gun vsiible
47,synonyms,"A character with a weapon in sight"
47,synonyms,"A fellow with a pistol evident"
47,synonyms,"A human with a shooter observable"
47,synonyms,"An individual with a firearm apparent"
47,synonyms,"Someone with a handgun displayed"
47,upper,A PERSON WITH A GUN VISIBLE
48,base,A chef or cook in a kitchen
48,content_only,"chef cook kitchen"
48,keyboard,A chdf or cook in a kitchen
48,keyboard,A chef or cook in a kitcben
48,keyboard,A chef or cook in a kitcyen
48,keyboard,A chef or cook in w kitchen
48,keyboard,A dhef or cook in a kitchen
48,lower,a chef or cook in a kitchen
48,n+adj_only,"chef kitchen"
48,n_only,"chef kitchen"
48,punctuation,"A chef or cook in a kitchen."
48,remove,A cef or cook in a kitchen
48,remove,A chef or cook in a itchen
48,remove,A chef or cook in a kitcen
48,remove,A chef orcook in a kitchen
48,remove,Achef or cook in a kitchen
48,repeat,A chef or cook in a kiitchen
48,repeat,A chef or cook in a kitchhen
48,repeat,A chef or cook in a kkitchen
48,repeat,A chef or cookk in a kitchen
48,repeat,A chhef or cook in a kitchen
48,rephrase,"A culinary artist employed in a kitchen"
48,rephrase,"A culinary expert who works in a kitchen"
48,rephrase,"A culinary professional working in a kitchen"
48,rephrase,"A kitchen's food preparation specialist"
48,rephrase,"A kitchen's food preparer"
48,rephrase,"A kitchen staff member responsible for preparing food"
48,rephrase,"Someone who prepares meals in a culinary environment"
48,rephrase,"The individual who prepares food within a kitchen setting"
48,rephrase,"The person in charge of cooking food within a kitchen's operations"
48,rephrase,"The person who handles food preparation in a culinary workspace"
48,shuffle_keywords,"chef cook kitchen"
48,shuffle_n+adj,"chef kitchen"
48,shuffle_nouns,"chef kitchen"
48,swap,A chef or cook in ak itchen
48,swap,A chef or cooki n a kitchen
48,swap,A chefo r cook in a kitchen
48,swap,Ac hef or cook in a kitchen
48,swap,A chef or cook in a kitchne
48,synonyms,"A chef or cook in a culinary establishment"
48,synonyms,"A chef or culinary artist in a kitchen"
48,synonyms,"A chef or food preparer in a kitchen"
48,synonyms,"A chef or gastronome in a kitchen"
48,synonyms,"A culinarian or chef in a kitchen"
48,upper,A CHEF OR COOK IN A KITCHEN
49,base,A blond female indoors
49,content_only,"blond female indoors"
49,keyboard,A blond femald indoors
49,keyboard,A blond female indoofs
49,keyboard,A blond female ondoors
49,keyboard,A blond fsmale indoors
49,keyboard,A vlond female indoors
49,lower,a blond female indoors
49,n+adj_only,"blond female indoors"
49,n_only,"indoors"
49,punctuation,"A blond female indoors."
49,remove,A blond emale indoors
49,remove,A blond femae indoors
49,remove,A blond femaleindoors
49,remove,A blond female ndoors
49,remove,A blond femal indoors
49,repeat,A bllond female indoors
49,repeat,A blond female indooors
49,repeat,A  blond female indoors
49,repeat,A blond femalle indoors
49,repeat,A blond ffemale indoors
49,rephrase,"A blonde lady is inside"
49,rephrase,"A blonde woman is present inside the premises"
49,rephrase,"A fair-haired woman occupies the interior"
49,rephrase,"A woman with blonde hair is situated within an enclosed space"
49,rephrase,"A woman with blonde hair is within a structure"
49,rephrase,"A woman with fair hair is located inside"
49,rephrase,"A woman with light-colored hair can be seen within the building"
49,rephrase,"Inside, a fair-haired woman is present"
49,rephrase,"There is a blonde woman inside"
49,rephrase,"Within the confines of the building, a woman with blonde hair is visible"
49,shuffle_keywords,"blond female indoors"
49,shuffle_n+adj,"blond female indoors"
49,shuffle_nouns,"indoors"
49,swap,A blond femal eindoors
49,swap,A blond female indoros
49,swap,A blond female inodors
49,swap,A blond femlae indoors
49,swap,A blond fmeale indoors
49,synonyms,"A blonde woman inside"
49,synonyms,"A fair-haired woman inside"
49,synonyms,"A fair-haired woman inside"
49,synonyms,"A golden-haired lady within"
49,synonyms,"A light-haired female in the house"
49,upper,A BLOND FEMALE INDOORS
50,base,A map indoors
50,content_only,"map indoors"
50,keyboard,A jap indoors
50,keyboard,A mao indoors
50,keyboard,A map ihdoors
50,keyboard,A mwp indoors
50,keyboard,Z map indoors
50,lower,a map indoors
50,n+adj_only,"map indoors"
50,n_only,"map indoors"
50,punctuation,"A map indoors."
50,remove,A ma indoors
50,remove,Amap indoors
50,remove,A map indoos
50,remove,A map indors
50,remove,A map inoors
50,repeat,A map inddoors
50,repeat,A map indooors
50,repeat,A map indoorrs
50,repeat,A  map indoors
50,repeat,A map indoorss
50,rephrase,"A cartographic representation of an indoor environment"
50,rephrase,"A chart showing the internal configuration of a building"
50,rephrase,"A depiction of a building's internal arrangement"
50,rephrase,"A diagram detailing the layout of a building's interior"
50,rephrase,"A diagram illustrating an interior space"
50,rephrase,"A guide to the internal layout of a building"
50,rephrase,"A navigational aid for interior spaces"
50,rephrase,"An indoor map"
50,rephrase,"A plan for navigating inside a structure"
50,rephrase,"A spatial representation of a building's interior"
50,shuffle_keywords,"map indoors"
50,shuffle_n+adj,"map indoors"
50,shuffle_nouns,"map indoors"
50,swap,A map idnoors
50,swap,A mapi ndoors
50,swap,A map indoros
50,swap,A map inodors
50,swap,A mpa indoors
50,synonyms,"A chart indoors"
50,synonyms,"A diagram indoors"
50,synonyms,"A floor plan indoors"
50,synonyms,"A layout indoors"
50,synonyms,"An atlas indoors"
50,upper,A MAP INDOORS
51,base,A person riding a horse including horse-drawn carts
51,content_only,"person riding horse including horse drawn carts"
51,keyboard,A person riding a horse includihg horse-drawn carts
51,keyboard,A person riding a horss including horse-drawn carts
51,keyboard,A person ridinv a horse including horse-drawn carts
51,keyboard,A person ridkng a horse including horse-drawn carts
51,keyboard,A person ridung a horse including horse-drawn carts
51,lower,a person riding a horse including horse-drawn carts
51,n+adj_only,"person horse horse carts"
51,n_only,"person horse horse carts"
51,punctuation,"A person riding a horse including horse-drawn carts."
51,remove,A person riding a horse icluding horse-drawn carts
51,remove,A personriding a horse including horse-drawn carts
51,remove,A person riding a horse incuding horse-drawn carts
51,remove,A person riding a horse ncluding horse-drawn carts
51,remove,A prson riding a horse including horse-drawn carts
51,repeat,A person ridiing a horse including horse-drawn carts
51,repeat,A person riding a horse inccluding horse-drawn carts
51,repeat,A person riding a horse inclluding horse-drawn carts
51,repeat,A person riding a horse includingg horse-drawn carts
51,repeat,A person riding a horse incluuding horse-drawn carts
51,rephrase,"The collection contains images of mounted riders and horse-pulled wagons"
51,rephrase,"The collection features mounted individuals and horse-drawn transport"
